index,url,valid,domain,title,description,image,published,archive,content,quote,language,keyword
https://www.liberation.fr/environnement/biodiversite/blesse-un-phoque-leopard-observe-en-polynesie-a-des-milliers-de-kilometres-de-chez-lui-20251018_OW3WNJCZW5HZTJZWYS3J7MJO2Y/,https://www.liberation.fr/environnement/biodiversite/blesse-un-phoque-leopard-observe-en-polynesie-a-des-milliers-de-kilometres-de-chez-lui-20251018_OW3WNJCZW5HZTJZWYS3J7MJO2Y/,0,www.liberation.fr,"Blessé, un phoque-léopard observé en Polynésie, à des milliers de kilomètres de chez lui","L’habitat naturel du mammifère, amaigri et entaillé, se situe normalement en Antarctique.",https://www.liberation.fr/resizer/v2/ROAUTTG3E5EGVPB7RFL2OHSI6U.jpg?auth=79b8dbf7b6c16430456a5baa9dea8c0cfe1d3b19e6dcc3e7de4a0847f286426e&quality=70&width=1200&height=630&focal=422%2C253,2025-10-18T11:08:40Z,,"Il nage généralement bien plus au sud, du côté des Terres australes et antarctiques françaises ou de la Terre Adélie. Mais cest bien en Polynésie française quun spécimen de phoque-léopard blessé a ét… [+1663 chars]",,fr,'Antarctique'
https://www.lalibre.be/planete/environnement/2025/10/25/la-tempete-tropicale-melissa-fait-trois-morts-en-haiti-W6KLO32QJVEXTEU5MYDEM2UBF4/,https://www.lalibre.be/planete/environnement/2025/10/25/la-tempete-tropicale-melissa-fait-trois-morts-en-haiti-W6KLO32QJVEXTEU5MYDEM2UBF4/,0,www.lalibre.be,La tempête tropicale Melissa fait trois morts en Haïti,"La tempête tropicale Melissa a causé la mort de trois personnes en Haïti, ont annoncé vendredi les autorités locales, et pourrait se renforcer durant le week-end en ouragan, selon le centre national des ouragans américain (NHC). ...",https://www.lalibre.be/resizer/v2/QV54IVK2U5CIZEOM6GTUANNMLU.jpg?auth=8f9b3ad2eb488205988d8da7a7942c7e4e36bbcc6f2cfdaf59e260c9bd13a943&width=1200&height=630&quality=85&focal=1792%2C1195&watermark=https%3A%2F%2Fcloudfront-eu-central-1.images.arcpublishing.com%2Fipmgroup%2F3R4IDPARFVEO3L2LC5OCCXQ5RM.png%3A100%3A0%2C557,2025-10-25T05:46:49Z,,"Philippines: 400.000 évacués et 3 morts au passage d'une violente tempête tropicaleVendredi soir, Melissa se situait à 360km au sud-ouest de Port-au-Prince, en Haïti, et à 310km au sud-est de Kingsto… [+613 chars]",,fr,'Haïti'
https://www.lalibre.be/planete/environnement/2025/10/29/ouragan-melissa-la-jamaique-devastee-cuba-a-son-tour-frappee-les-degats-sont-considerables-XJPYXKJIFBADPN7K4KBRFQXUWY/,https://www.lalibre.be/planete/environnement/2025/10/29/ouragan-melissa-la-jamaique-devastee-cuba-a-son-tour-frappee-les-degats-sont-considerables-XJPYXKJIFBADPN7K4KBRFQXUWY/,0,www.lalibre.be,"Ouragan Melissa : la Jamaïque dévastée, Cuba à son tour frappée, “Les dégâts sont considérables”","La Jamaïque panse ses plaies après le passage dévastateur de l’ouragan Melissa, le plus puissant jamais enregistré sur l’île. Tandis que les secours s’organisent, le cyclone poursuit sa route vers Cuba, où plus de 700 000 personnes avaient été préventivement …",https://www.lalibre.be/resizer/v2/4NEG3JIFAFHQRC6U6KMIRS5774.jpg?auth=c8d1b9cc228026c3fa54f5a2f88c4e60214da5bda869e9b1a911351198877561&width=1200&height=630&quality=85&focal=4128%2C2752&watermark=https%3A%2F%2Fcloudfront-eu-central-1.images.arcpublishing.com%2Fipmgroup%2F3R4IDPARFVEO3L2LC5OCCXQ5RM.png%3A100%3A0%2C557,2025-10-29T16:42:56Z,,"La paroisse de Sainte-Élisabeth, considérée comme le grenier agricole du pays, a été l'une des plus durement touchées : des champs entiers ont été noyés sous les eaux, et l'unique hôpital public y es… [+4087 chars]",,fr,'Ouest-de-l'Île'
