keyword,language,topic,topicColor,keywordColor,limitPages,ratioNew
'Hongrie',en,Hungary,#E5E054,#E5E054,2,0.1001023668757169
'Budapest',en,Hungary,#E5E054,#E5E054,2,0.1001023668757169
'Émirats arabes unis',en,United Arab Emirates,#39DF82,#39DF82,2,0.10010383181986343
'Abou Dhabi',en,United Arab Emirates,#39DF82,#39DF82,2,0.10010383181986343
'Honduras',en,Honduras,#2A4697,#2A4697,2,0.10010430223784623
'Tegucigalpa',en,Honduras,#2A4697,#2A4697,2,0.10010430223784623
'Minsk',en,Belarus,#4C64C3,#4C64C3,2,0.10010542533535273
'Biélorussie',en,Belarus,#4C64C3,#4C64C3,2,0.10010542533535273
'Douchanbé',en,Tajikistan,#D32CB3,#D32CB3,2,0.10010988000334475
'Tadjikistan',en,Tajikistan,#D32CB3,#D32CB3,2,0.10010988000334475
'Israël',en,Israel,#BA9310,#BA9310,2,0.1001125644431437
'Jérusalem',en,Israel,#BA9310,#BA9310,2,0.1001125644431437
'Autriche',en,Austria,#52E7F0,#52E7F0,2,0.10011303219371638
'Vienne',en,Austria,#52E7F0,#52E7F0,2,0.10011303219371638
'Papouasie-Nouvelle-Guinée',en,Papua New Guinea,#510128,#510128,2,0.10011619373492678
'Port-Moresby',en,Papua New Guinea,#510128,#510128,2,0.10011619373492678
'Suisse',en,Switzerland,#B920EF,#B920EF,2,0.10011741853472707
'Berne',en,Switzerland,#B920EF,#B920EF,2,0.10011741853472707
'Djouba',en,South Sudan,#07DEB9,#07DEB9,2,0.1001210581938844
'Soudan du Sud',en,South Sudan,#07DEB9,#07DEB9,2,0.1001210581938844
'Lomé',en,Togo,#A03B8B,#A03B8B,2,0.10012675726769132
'Aller',en,Togo,#A03B8B,#A03B8B,2,0.10012675726769132
'Freetown',en,Sierra Leone,#F150C6,#F150C6,2,0.10013071632283481
'Sierra Leone',en,Sierra Leone,#F150C6,#F150C6,2,0.10013071632283481
'Hong Kong',en,Hong Kong,#69D8FF,#69D8FF,2,0.10013520683129812
'Hong Kong',en,Hong Kong,#69D8FF,#69D8FF,2,0.10013520683129812
'Vientiane',en,Laos,#AEDC94,#AEDC94,2,0.10014161283136871
'Laos',en,Laos,#AEDC94,#AEDC94,2,0.10014161283136871
'Bulgarie',en,Bulgaria,#9D81F4,#9D81F4,2,0.10014285634694321
'Sofia',en,Bulgaria,#9D81F4,#9D81F4,2,0.10014285634694321
'Serbie',en,Serbia,#4CF630,#4CF630,2,0.10014322371372215
'Belgrade',en,Serbia,#4CF630,#4CF630,2,0.10014322371372215
'Paraguay',en,Paraguay,#45EEFC,#45EEFC,2,0.10014375931470511
'Asunción',en,Paraguay,#45EEFC,#45EEFC,2,0.10014375931470511
'Beyrouth',en,Lebanon,#124C83,#124C83,2,0.10014600831517355
'Liban',en,Lebanon,#124C83,#124C83,2,0.10014600831517355
'Libye',en,Libya,#635C95,#635C95,2,0.10014973271960886
'Tripoli',en,Libya,#635C95,#635C95,2,0.10014973271960886
'Managua',en,Nicaragua,#61DA3C,#61DA3C,2,0.10015466676812808
'Nicaragua',en,Nicaragua,#61DA3C,#61DA3C,2,0.10015466676812808
'Salvador',en,El Salvador,#0EBEBE,#0EBEBE,2,0.1001557451909
'Salvador',en,El Salvador,#0EBEBE,#0EBEBE,2,0.1001557451909
'Kirghizistan',en,Kyrgyzstan,#BFF67A,#BFF67A,2,0.1001583330694449
'Bichkek',en,Kyrgyzstan,#BFF67A,#BFF67A,2,0.1001583330694449
'Érythrée',en,Eritrea,#55AE18,#55AE18,2,0.10016104973505709
'Asmara',en,Eritrea,#55AE18,#55AE18,2,0.10016104973505709
'Turkménistan',en,Turkmenistan,#A9BF68,#A9BF68,2,0.10017091364280553
'Achgabat',en,Turkmenistan,#A9BF68,#A9BF68,2,0.10017091364280553
'Copenhague',en,Denmark,#9D2AA0,#9D2AA0,2,0.10017248974807183
'Danemark',en,Denmark,#9D2AA0,#9D2AA0,2,0.10017248974807183
'Singapour',en,Singapore,#0285D2,#0285D2,2,0.1001773465969671
'Singapour',en,Singapore,#0285D2,#0285D2,2,0.1001773465969671
'Finlande',en,Finland,#97D47C,#97D47C,2,0.10018122343943967
'Helsinki',en,Finland,#97D47C,#97D47C,2,0.10018122343943967
'Bratislava',en,Slovakia,#9D7C1C,#9D7C1C,2,0.10018358692501264
'Slovaquie',en,Slovakia,#9D7C1C,#9D7C1C,2,0.10018358692501264
'Norvège',en,Norway,#FAD498,#FAD498,2,0.10018817026247494
'Oslo',en,Norway,#FAD498,#FAD498,2,0.10018817026247494
'République du Congo',en,Republic of the Congo,#04FDE3,#04FDE3,2,0.10019068092731187
'Brazzaville',en,Republic of the Congo,#04FDE3,#04FDE3,2,0.10019068092731187
'Costa Rica',en,Costa Rica,#A123C4,#A123C4,2,0.10020002236250013
'San José',en,Costa Rica,#A123C4,#A123C4,2,0.10020002236250013
'Nouvelle-Zélande',en,New Zealand,#F8ED0D,#F8ED0D,2,0.10020468734008803
'Wellington',en,New Zealand,#F8ED0D,#F8ED0D,2,0.10020468734008803
'Dublin',en,Ireland,#1BC70C,#1BC70C,2,0.10020603662589476
'Irlande',en,Ireland,#1BC70C,#1BC70C,2,0.10020603662589476
'Oman',en,Oman,#47B6C4,#47B6C4,2,0.10020706150120003
'Muscat',en,Oman,#47B6C4,#47B6C4,2,0.10020706150120003
'Libéria',en,Liberia,#4AA811,#4AA811,2,0.10020751292234846
'Monrovia',en,Liberia,#4AA811,#4AA811,2,0.10020751292234846
'Bangui',en,Central African Republic,#4337F6,#4337F6,2,0.1002142990161318
'République centrafricaine',en,Central African Republic,#4337F6,#4337F6,2,0.1002142990161318
'Jérusalem-Est',en,Palestinian Territory,#879448,#879448,2,0.10021886210527399
'Territoire palestinien',en,Palestinian Territory,#879448,#879448,2,0.10021886210527399
'Mauritanie',en,Mauritania,#37C66C,#37C66C,2,0.1002271014205421
'Nouakchott',en,Mauritania,#37C66C,#37C66C,2,0.1002271014205421
'Panama',en,Panama,#210F6A,#210F6A,2,0.10023941355171681
'Ville de Panamá',en,Panama,#210F6A,#210F6A,2,0.10023941355171681
'Koweit',en,Kuwait,#9EAEB4,#9EAEB4,2,0.10024170300067024
'Koweït ville',en,Kuwait,#9EAEB4,#9EAEB4,2,0.10024170300067024
'Croatie',en,Croatia,#85B12A,#85B12A,2,0.10025827560227935
'Zagreb',en,Croatia,#85B12A,#85B12A,2,0.10025827560227935
'Tbilissi',en,Georgia,#C725EB,#C725EB,2,0.10026994196247807
'Géorgie',en,Georgia,#C725EB,#C725EB,2,0.10026994196247807
'Moldavie',en,Moldova,#85E6E2,#85E6E2,2,0.10028201720135718
'Chişinău',en,Moldova,#85E6E2,#85E6E2,2,0.10028201720135718
'Montevidéo',en,Uruguay,#4381CF,#4381CF,2,0.10028991397962311
'Uruguay',en,Uruguay,#4381CF,#4381CF,2,0.10028991397962311
'Sarajevo',en,Bosnia and Herzegovina,#0799F3,#0799F3,2,0.10030084878467621
'Bosnie-Herzégovine',en,Bosnia and Herzegovina,#0799F3,#0799F3,2,0.10030084878467621
'Porto Rico',en,Puerto Rico,#D15C34,#D15C34,2,0.10031297405789331
'Saint-Jean',en,Puerto Rico,#D15C34,#D15C34,2,0.10031297405789331
'Mongolie',en,Mongolia,#2DB4FB,#2DB4FB,2,0.10031543671582432
'Oulan-Bator',en,Mongolia,#2DB4FB,#2DB4FB,2,0.10031543671582432
'Arménie',en,Armenia,#9781FD,#9781FD,2,0.10032421216444042
'Erevan',en,Armenia,#9781FD,#9781FD,2,0.10032421216444042
'Kingston',en,Jamaica,#269F18,#269F18,2,0.10034073233600979
'Jamaïque',en,Jamaica,#269F18,#269F18,2,0.10034073233600979
'Tirana',en,Albania,#35CC82,#35CC82,2,0.10034887258335962
'Albanie',en,Albania,#35CC82,#35CC82,2,0.10034887258335962
'Lituanie',en,Lithuania,#53D21B,#53D21B,2,0.10035848294320232
'Vilnius',en,Lithuania,#53D21B,#53D21B,2,0.10035848294320232
'Doha',en,Qatar,#E39BE7,#E39BE7,2,0.1003594953691604
'Qatar',en,Qatar,#E39BE7,#E39BE7,2,0.1003594953691604
'Namibie',en,Namibia,#0CD99B,#0CD99B,2,0.10040845418471524
'Windhoek',en,Namibia,#0CD99B,#0CD99B,2,0.10040845418471524
'Gambie',en,Gambia,#523CA7,#523CA7,2,0.10043857687068386
'Banjul',en,Gambia,#523CA7,#523CA7,2,0.10043857687068386
'Botswana',en,Botswana,#79DCB6,#79DCB6,2,0.10044363092391465
'Gaborone',en,Botswana,#79DCB6,#79DCB6,2,0.10044363092391465
'Gabon',en,Gabon,#C0C806,#C0C806,2,0.10047185948024678
'Libreville',en,Gabon,#C0C806,#C0C806,2,0.10047185948024678
'Maseru',en,Lesotho,#5E0BE7,#5E0BE7,2,0.10047435359835154
'Lesotho',en,Lesotho,#5E0BE7,#5E0BE7,2,0.10047435359835154
'Macédoine du Nord',en,North Macedonia,#111DDD,#111DDD,2,0.10048008649238248
'Skopje',en,North Macedonia,#111DDD,#111DDD,2,0.10048008649238248
'Slovénie',en,Slovenia,#77A182,#77A182,2,0.10048370588360489
'Ljubljana',en,Slovenia,#77A182,#77A182,2,0.10048370588360489
'Riga',en,Latvia,#4C2AD4,#4C2AD4,2,0.10051906472840977
'Lettonie',en,Latvia,#4C2AD4,#4C2AD4,2,0.10051906472840977
'Bissau',en,Guinea-Bissau,#3F0603,#3F0603,2,0.10053352995690679
'Guinée-Bissau',en,Guinea-Bissau,#3F0603,#3F0603,2,0.10053352995690679
'Kosovo',en,Kosovo,#87BA4A,#87BA4A,2,0.1005419173034195
'Pristina',en,Kosovo,#87BA4A,#87BA4A,2,0.1005419173034195
'Manama',en,Bahrain,#37C6F2,#37C6F2,2,0.1006371703519538
'Bahreïn',en,Bahrain,#37C6F2,#37C6F2,2,0.1006371703519538
'Port d'Espagne',en,Trinidad and Tobago,#752553,#752553,2,0.10071949796310127
'Trinité-et-Tobago',en,Trinidad and Tobago,#752553,#752553,2,0.10071949796310127
'Estonie',en,Estonia,#D97EDF,#D97EDF,2,0.10075706875092741
'Tallinn',en,Estonia,#D97EDF,#D97EDF,2,0.10075706875092741
'Guinée équatoriale',en,Equatorial Guinea,#F3C8C9,#F3C8C9,2,0.10076395711450342
'Malabo',en,Equatorial Guinea,#F3C8C9,#F3C8C9,2,0.10076395711450342
'Dili',en,Timor Leste,#383A61,#383A61,2,0.10078866094834903
'Timor oriental',en,Timor Leste,#383A61,#383A61,2,0.10078866094834903
'Port-Louis',en,Mauritius,#353809,#353809,2,0.10079032453096215
'Maurice',en,Mauritius,#353809,#353809,2,0.10079032453096215
'Nicosie',en,Cyprus,#E4B145,#E4B145,2,0.10084085548637184
'Chypre',en,Cyprus,#E4B145,#E4B145,2,0.10084085548637184
'Mbabane',en,Eswatini,#AF36FF,#AF36FF,2,0.10088013370991322
'Eswatini',en,Eswatini,#AF36FF,#AF36FF,2,0.10088013370991322
'Djibouti',en,Djibouti,#02CA9A,#02CA9A,2,0.10104283986151087
'Djibouti',en,Djibouti,#02CA9A,#02CA9A,2,0.10104283986151087
'Fidji',en,Fiji,#4A2423,#4A2423,2,0.10113188369215934
