keyword,language,topic,topicColor,keywordColor,limitPages,ratioNew
'Athènes',en,Greece,#7854F2,#7854F2,2,0.10009321690417713
'Grèce',en,Greece,#7854F2,#7854F2,2,0.10009321690417713
'Saint-Domingue',en,Dominican Republic,#BCF14E,#BCF14E,2,0.10009409847311113
'République dominicaine',en,Dominican Republic,#BCF14E,#BCF14E,2,0.10009409847311113
'Tchéquie',en,Czechia,#50ACF6,#50ACF6,2,0.10009411149106012
'Prague',en,Czechia,#50ACF6,#50ACF6,2,0.10009411149106012
'Portugal',en,Portugal,#17D9E6,#17D9E6,2,0.1000972595942213
'Lisbonne',en,Portugal,#17D9E6,#17D9E6,2,0.1000972595942213
'Azerbaïdjan',en,Azerbaijan,#9100F2,#9100F2,2,0.10009780046748624
'Bakou',en,Azerbaijan,#9100F2,#9100F2,2,0.10009780046748624
'Stockholm',en,Sweden,#BFEC21,#BFEC21,2,0.10009820119952766
'Suède',en,Sweden,#BFEC21,#BFEC21,2,0.10009820119952766
'Amman',en,Jordan,#D9CE0F,#D9CE0F,2,0.10010044183358174
'Jordanie',en,Jordan,#D9CE0F,#D9CE0F,2,0.10010044183358174
